Log Temuan,Kategori,cleaned_text
data yang ditambahkan pada Laporan Bulanan Internal belum tampil pada Laporan Bulanan di Eksternal,Mayor,data yang ditambahkan pada laporan bulanan internal belum tampil pada laporan bulanan di eksternal
1. Kode Komponen 010002 harusnya tidak lolos<br>2. Validasi rumus kolom 8 belum ada,Mayor,1 kode komponen harusnya tidak lolos [html_tag] 2 validasi rumus kolom 8 belum ada
1. Nama Kolom 4 belum sesuai struktur data,Minor,1 nama kolom 4 belum sesuai struktur data
1. Pesan error yg muncul blm urut<br>,Minor,1 pesan error yang muncul belum urut [html_tag]
"Pada saat melakukan Refresh untuk menampilkan Log Proses terbaru, terjadi error dan muncul pop-up error",Mayor,pada saat melakukan refresh untuk menampilkan log proses terbaru terjadi error dan muncul pop up error
"Notifikasi <i>error </i>tidak sesuai. <i>error </i>yang ditampilkan seharusnya mengindikasikan <i>password </i>tidak sesuai, bukan mengindikasikan <i>unprotection file</i>, karena file template xlsx sudah diproteksi melalui <i>encrypt password </i>di aplikasi <i>excel</i>",Minor,notifikasi [html_tag] error [html_tag] tidak sesuai [html_tag] error [html_tag] yang ditampilkan seharusnya mengindikasikan [html_tag] password [html_tag] tidak sesuai bukan mengindikasikan [html_tag] unprotection file [html_tag] karena file template xlsx sudah diproteksi melalui [html_tag] encrypt password [html_tag] di aplikasi [html_tag] excel [html_tag]
1. Pesan error yg muncul blm urut,Minor,1 pesan error yang muncul belum urut
tidak bisa mengakses menu Permintaan Penyesuaian,Fatal,tidak bisa mengakses menu permintaan penyesuaian
Email belum masuk lebih dari 15 menit,Mayor,email belum masuk lebih dari 15 menit
"1. Pesan error yg muncul blm urut<br><br>2. Kolom 12 blm sesuai, krn ada typo !=0",Mayor,1 pesan error yang muncul belum urut [html_tag] [html_tag] 2 kolom 12 belum sesuai karena ada typo 0
"Setelah sebelumnya mengunggah data pada metadata dan ingin menambahkan / update data baru, data sebelumnya tidak otomatis hilang tergantikan dengan update data yang di upload terbaru tetapi menjadi double",Mayor,setelah sebelumnya mengunggah data pada metadata dan ingin menambahkan update data baru data sebelumnya tidak otomatis hilang tergantikan dengan update data yang di upload terbaru tetapi menjadi double
"1. Kode Status Laporan Koreksi pada struktur data 2, namun pada pesan kesalahan 1",Mayor,1 kode status laporan koreksi pada struktur data 2 namun pada pesan kesalahan 1
"1. Muncul pesan kesalahan panjang maksimal 5, saat pengujian sebelumnya muncul panjang maksimal 6<br>2. Jika Faktor Pengurang 0, muncul pesan validasi rumus untuk kolom 8 belum sesuai struktur data",Mayor,1 muncul pesan kesalahan panjang maksimal 5 saat pengujian sebelumnya muncul panjang maksimal 6 [html_tag] 2 jika faktor pengurang 0 muncul pesan validasi rumus untuk kolom 8 belum sesuai struktur data
"Format penomorannya kurang tepat, mohon disesuaikan menjadi <br>""1."" atau ""1)"" agar lebih konsisten",Kosmetik,format penomoran nya kurang tepat mohon disesuaikan menjadi [html_tag] 1 atau 1 agar lebih konsisten
"ketika melakukan cetak, tidak ada audit trailnya",Mayor,ketika melakukan cetak tidak ada audit trailnya
nama kolom belum tergenerate ke hasil download excel,Mayor,nama kolom belum tergenerate ke hasil download excel
blm ada pesan error terkait max file pdf &gt; 100MB,Mayor,belum ada pesan error terkait max file pdf [html_tag] 100 mb
blm ada pesan error terkait max file pdf &gt; 100MB,Mayor,belum ada pesan error terkait max file pdf [html_tag] 100 mb
blm ada pesan error terkait max file pdf &gt; 100MB,Mayor,belum ada pesan error terkait max file pdf [html_tag] 100 mb
Judul kolom pada tabel yg tampil mohon dibuat center,Kosmetik,judul kolom pada tabel yang tampil mohon dibuat center
Judul kolom pada tabel yg tampil mohon dibuat center,Kosmetik,judul kolom pada tabel yang tampil mohon dibuat center
"standar yang keluar belum sesuai pada saat di ubah periode data pada nama file, pada LKKATK langsung muncul file tidak valid saat baca directory, namun pada LKKAKA lolos baca directory dan keluar eror nya ditahap selanjutnya",Minor,standar yang keluar belum sesuai pada saat di ubah periode data pada nama file pada lkkatk langsung muncul file tidak valid saat baca directory namun pada lkkaka lolos baca directory dan keluar error nya ditahap selanjutnya
"ketika melakukan cetak, tidak ada audit trailnya",Mayor,ketika melakukan cetak tidak ada audit trailnya
"Tambah Laporan muncul akses ditolak, mohon tambahkan error handling jika harus membuat rencana dulu",Mayor,tambah laporan muncul akses ditolak mohon tambahkan error handling jika harus membuat rencana dulu
Judul  Kolom belum center,Kosmetik,judul kolom belum center
"Huruf \""N\"" yang ada di kolom ke 4 awal kata belum kapital",Kosmetik,huruf n yang ada di kolom ke 4 awal kata belum kapital
belum ada ticklist untuk penghapusan beberapa kolom sekaligus,Mayor,belum ada ticklist untuk penghapusan beberapa kolom sekaligus
"1. jika checked di checkbox dan klik button remove row, tidak ada yang terjadi.<br><br>2. ketika pilih 1 data dan cheked 2 data, data yang terhapus hanya data yang dipilih (berwarna abu)",Mayor,1 jika checked di checkbox dan klik button remove row tidak ada yang terjadi [html_tag] [html_tag] 2 ketika pilih 1 data dan cheked 2 data data yang terhapus hanya data yang dipilih berwarna abu
header edit row tumpang tindih,Minor,header edit row tumpang tindih
Untuk tampilan tabel mohon disesuaikan dengan ukuran yang ada,Minor,untuk tampilan tabel mohon disesuaikan dengan ukuran yang ada
Untuk tampilan tabel mohon disesuaikan dengan ukuran yang ada,Minor,untuk tampilan tabel mohon disesuaikan dengan ukuran yang ada
email pengawas belum masuk lebih dari 15 menit,Mayor,email pengawas belum masuk lebih dari 15 menit
"ketika klik ""Kembalikan"" berhasil tetapi tidak masuk di <i>audit trail</i>",Mayor,ketika klik kembalikan berhasil tetapi tidak masuk di [html_tag] audit trail [html_tag]
"ketika klik ""Tolak"" muncul <i>error</i>",Fatal,ketika klik tolak muncul [html_tag] error [html_tag]
Tidak lolos validasi,Mayor,tidak lolos validasi
Tidak lolos validasi,Mayor,tidak lolos validasi
DSIN seharusnya tertulis SKPA sesuai T11,Mayor,dsin seharusnya tertulis skpa sesuai t 11
data monitoring kosong sedangkan email sukses sudah dimasuk,Mayor,data monitoring kosong sedangkan email sukses sudah dimasuk
kode status laporan masih belum sesuai antara template dan client,Mayor,kode status laporan masih belum sesuai antara template dan client
Kantor/Kota (Satker/ Uker) &amp; Persentase Realisasi Penerimaan OJK belum tampil di output laporan,Mayor,kantor kota satker uker [html_tag] persentase realisasi penerimaan ojk belum tampil di keluaran laporan
Persentase Realisasi Penerimaan SanksiOJK belum tampil di output laporan,Mayor,persentase realisasi penerimaan sanksi ojk belum tampil di keluaran laporan
"1. saat melakukan pengujian terkait kolom 13, muncul pop up kesalahan<br><br>2. Panjang maksimal kolom suku bunga belum sesuai struktur data<br><br>3. Saat diisi tab pada semua kolom muncul popup kesalahan",Mayor,1 saat melakukan pengujian terkait kolom 13 muncul pop up kesalahan [html_tag] [html_tag] 2 panjang maksimal kolom suku bunga belum sesuai struktur data [html_tag] [html_tag] 3 saat diisi tab pada semua kolom muncul popup kesalahan
Muncul notifikasi update padahal sudah menggunakan client terbaru,Minor,muncul notifikasi update padahal sudah menggunakan client terbaru
Mohon tambahkan simbol - di kolom tabel khususnya untuk kata (rata-rata),Kosmetik,mohon tambahkan simbol di kolom tabel khususnya untuk kata rata rata
kirim data KP dengan nomor surat tidak terdaftar tetapi keterangan version uploadnya Koreksi inisiatif sendiri,Mayor,kirim data kp dengan nomor surat tidak terdaftar tetapi keterangan version uploadnya koreksi inisiatif sendiri
1. Saat kolom tanggal diisi huruf muncul popup kesalahan2. Saat diisi tab pada semua kolom muncul pop up kesalahan,Mayor,1 saat kolom tanggal diisi huruf muncul popup kesalahan 2 saat diisi tab pada semua kolom muncul pop up kesalahan
jenis penerimaan dan status pelimpahan belum tampil,Mayor,jenis penerimaan dan status pelimpahan belum tampil
1. Saat kolom tanggal diisi huruf muncul popup kesalahan<br><br>2. Saat semua kolom diisi tab muncul pop up kesalahan,Mayor,1 saat kolom tanggal diisi huruf muncul popup kesalahan [html_tag] [html_tag] 2 saat semua kolom diisi tab muncul pop up kesalahan
Email pengawas tidak masuk padahal status laporan gagal,Mayor,email pengawas tidak masuk padahal status laporan gagal
1. Saat kolom tanggal diisi huruf muncul popup kesalahan<br><br>2. Saat semua kolom diisi tab muncul pop up kesalahan,Mayor,1 saat kolom tanggal diisi huruf muncul popup kesalahan [html_tag] [html_tag] 2 saat semua kolom diisi tab muncul pop up kesalahan
1. pada awalan kata belum huruf besar<br><br>2. nama kolom belum ada spasi,Kosmetik,1 pada awalan kata belum huruf besar [html_tag] [html_tag] 2 nama kolom belum ada spasi
Pada saat download installer muncul error download,Fatal,pada saat download installer muncul error download
1. Saat kolom tanggal diisi huruf muncul popup kesalahan2. Saat semua kolom diisi tab muncul pop up kesalahan,Mayor,1 saat kolom tanggal diisi huruf muncul popup kesalahan 2 saat semua kolom diisi tab muncul pop up kesalahan
"Ketika buka Menu ""Pelaku Industri"" (IJ00200)=&gt; Pilih Pelaku Industri=&gt; Klik Ubah Jenis Industri=&gt; Input data License Termination=&gt; Simpan perubahan dan berhasil tersimpan (SS1), status nya belum berubah, masih sama statusnya tetap ""Aktif"" (SS2)<br><br>SS terlampir",Mayor,ketika buka menu pelaku industri ij [html_tag] pilih pelaku industri [html_tag] klik ubah jenis industri [html_tag] masukan data license termination [html_tag] simpan perubahan dan berhasil tersimpan ss 1 status nya belum berubah masih sama status nya tetap aktif ss 2 [html_tag] [html_tag] ss terlampir
Pada hasil download error,Mayor,pada hasil download error
1. Panjang maksimal kolom suku bunga belum sesuai struktur data,Mayor,1 panjang maksimal kolom suku bunga belum sesuai struktur data
"1. Template belum generate txt dengan data<br>2. Kolom tanggal ditambah dan dkurangi 1 digit, 1 digit terakhir diganti angka, diubah jadi angka desimal dijadikan negatif, dijadikan format ddmmyyyy muncul popup kesalahan<br>3. Jika diisi tab akan muncul popup kesalahan<br>4. Kolom 10 sudah diisi sesuai A0100 masih muncul pesan kesalahan",Mayor,1 template belum generate txt dengan data [html_tag] 2 kolom tanggal ditambah dan dkurangi 1 digit 1 digit terakhir diganti angka diubah jadi angka desimal dijadikan negatif dijadikan format ddmmyyyy muncul popup kesalahan [html_tag] 3 jika diisi tab akan muncul popup kesalahan [html_tag] 4 kolom 10 sudah diisi sesuai a 0100 masih muncul pesan kesalahan
1. pada skenario diminta untuk Klik menu Absensi Pelindungan Konsumen<br>2. namun pada akun internal tidak ada Absensi Pelindungan Konsumen<br>3. pada akun eksternal tidak ada menu Absensi Pelindungan Konsumen ataupun menu Absensi Laporan Penilaian Sendiri,Mayor,1 pada skenario diminta untuk klik menu absensi pelindungan konsumen [html_tag] 2 namun pada akun internal tidak ada absensi pelindungan konsumen [html_tag] 3 pada akun eksternal tidak ada menu absensi pelindungan konsumen ataupun menu absensi laporan penilaian sendiri
nama laporan pada sheet tidak sesuai dengan nama laporan yang di download,Mayor,nama laporan pada sheet tidak sesuai dengan nama laporan yang di download
"saat remove rows berhasil dilakukan, nama kolom berubah menjadi bahasa inggris. mohon diubah ke bahasa indonesia agar konsisten",Minor,saat remove rows berhasil dilakukan nama kolom berubah menjadi bahasa inggris mohon diubah ke bahasa indonesia agar konsisten
"di kata \""NilaiInvestasi\"" mohon tambahkan spasi di setiap kata yang ada di grafik tersebut.",Kosmetik,di kata nilai investasi mohon tambahkan spasi di setiap kata yang ada di grafik tersebut
"Pada saat kirim data muncul notifikasi kesalahan, padahal administrasi absensi sudah tergenerate",Fatal,pada saat kirim data muncul notifikasi kesalahan padahal administrasi absensi sudah tergenerate
"ketika klik \"" link summary\"" muncuk pop up dan form seperti pada gambar \""1\""",Mayor,ketika klik link summary muncuk pop up dan form seperti pada gambar 1
"ketika klik \"" klik detail\"" muncuk pop up dan form seperti pada gambar \""1\""",Mayor,ketika klik klik detail muncuk pop up dan form seperti pada gambar 1
Panjang karakter pada form 0101 dan 0102,Mayor,panjang karakter pada form 0101 dan 0102
Pada menu Pengawasan DINFRA muncul tampilan error,Mayor,pada menu pengawasan dinfra muncul tampilan error
"pada T11 terdapat Sub Menu Generate Analisis Laporan Keuangan MI, sedangkan di Aplikasi tidak ada Sub Menu tersebut.",Fatal,pada t 11 terdapat sub menu generate analisis laporan keuangan mi sedangkan di aplikasi tidak ada sub menu tersebut
Judul yang ada di kolom belum center,Kosmetik,judul yang ada di kolom belum center
Tidak ada kolom penggunaan untuk kode komponen,Mayor,tidak ada kolom penggunaan untuk kode komponen
"Tes validasi MCO baris-8 kolom 2 dikosongkan tetapi redaksi error tidak ada keterangan ""wajib diisi"" dan muncul panjang minimum 16",Minor,tes validasi mco baris 8 kolom 2 dikosongkan tetapi redaksi error tidak ada keterangan wajib diisi dan muncul panjang minimum 16
Detail data untuk kolom Flag Detail dan Kode Komponen belum tersedia,Minor,detail data untuk kolom flag detail dan kode komponen belum tersedia
Data tidak muncul saat di filter,Mayor,data tidak muncul saat di filter
Pada saat pengecekan kolom 2 menggunakan case kode komponen yang sama muncul hasil log error kolom 3,Minor,pada saat pengecekan kolom 2 menggunakan case kode komponen yang sama muncul hasil log error kolom 3
"Saat pengetesan panjang karakter maksimal dan minimal kode komponen 0101010000000000, 0101020000000000, muncul 2 log error dan pada kode komponen bernilai positif lainnya",Minor,saat pengetesan panjang karakter maksimal dan minimal kode komponen muncul 2 log error dan pada kode komponen bernilai positif lain nya
"Validasi panjang karakter maksimum dan minimum pada kode komponen 0101060000000000, 0101070000000000, 0101080000000000, 0101090000000000 muncul 2 log eror dan pada kode komponen bernilai negatif lainnya",Minor,validasi panjang karakter maksimum dan minimum pada kode komponen muncul 2 log error dan pada kode komponen bernilai negatif lain nya
"Pada bagian upload dokumentasi, ukuran file maksimal 1MB dengan format : .pdf, .docx, .doc, .xls, .xlsx, .jpg, .jpeg. Tapi saat upload menggunakan format .jpg dengan ukuran file 51KB, ada alert Unggahan tidak berhasil. Saat klik Muat Ulang File ada alert \""Unauthorized\"" serta saat mencoba untuk simpan, muncul alert \""Oops... Nilai melebihi batas\"".",Mayor,pada bagian upload dokumentasi ukuran file maksimal 1 mb dengan format pdf docx doc xls xlsx jpg jpeg tapi saat upload menggunakan format jpg dengan ukuran file 51 kb ada alert unggahan tidak berhasil saat klik muat ulang file ada alert unauthorized serta saat mencoba untuk simpan muncul alert oops nilai melebihi batas
"Validasi panjang karakter maksimum pada kode komponen 0101010000000000,  0101060000000000, 0101100000000000 pada hasil log error berbeda",Minor,validasi panjang karakter maksimum pada kode komponen pada hasil log error berbeda
Validasi panjang karakter maksimum dan minimum pada kode komponen bernilai +/- lainnya muncul 2 log eror,Minor,validasi panjang karakter maksimum dan minimum pada kode komponen bernilai lain nya muncul 2 log error
Mohon diberi validasi mandatory karena jika tidak memilih jenis efek data tidak muncul,Minor,mohon diberi validasi mandatory karena jika tidak memilih jenis efek data tidak muncul
mohon lebih disesuaikan header nama kolom dengan parameter,Minor,mohon lebih disesuaikan header nama kolom dengan parameter
Mohon diberi validasi mandatory karena jika tidak memilih jenis efek data tidak muncul,Minor,mohon diberi validasi mandatory karena jika tidak memilih jenis efek data tidak muncul
Nama kolom tidak ada spasi,Kosmetik,nama kolom tidak ada spasi
Redaksi error validasi nama file untuk Periode Data Laporan seharusnya yyyymmdd,Mayor,redaksi error validasi nama file untuk periode data laporan seharusnya yyyymmdd
muncul pop up data tidak tersedia namun jika di proses data muncul,Minor,muncul pop up data tidak tersedia namun jika di proses data muncul
mohon sesuaikan judul kolom dengan parameter,Minor,mohon sesuaikan judul kolom dengan parameter
"Redaksi error validasi nama file untuk Ekstensi yang Tidak Sesuai seharusnya hanya mengizinkan file "".txt"" tidak termasuk "".pdf""",Mayor,redaksi error validasi nama file untuk ekstensi yang tidak sesuai seharusnya hanya mengizinkan file txt tidak termasuk pdf
Redaksi error penamaan Header Tidak Sesuai dengan penamaan Header di Struktur Data,Minor,redaksi error penamaan header tidak sesuai dengan penamaan header di struktur data
Tidak bisa melakukan kirim data melalui web,Fatal,tidak bisa melakukan kirim data melalui web
data tidak muncul saat di proses,Mayor,data tidak muncul saat di proses
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
Nama kolom tidak ada spasi,Kosmetik,nama kolom tidak ada spasi
hasil tidak muncul / error,Mayor,hasil tidak muncul error
Nama kolom tidak ada spasi,Kosmetik,nama kolom tidak ada spasi
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
Form 0102 saat tes validasi kode komponen berhasil lolos tidak muncul log error,Mayor,form 0102 saat tes validasi kode komponen berhasil lolos tidak muncul log error
Pada baris 12 saat tes kode komponen (kolom 2) pada kolom 3 &amp; 4 ikut muncul log error,Minor,pada baris 12 saat tes kode komponen kolom 2 pada kolom 3 [html_tag] 4 ikut muncul log error
mohon diberi validasi mandatory karena jika tidak dipilih tidak dapat di proses,Minor,mohon diberi validasi mandatory karena jika tidak dipilih tidak dapat di proses
Muncul Page Error pada hasil Preview Data,Mayor,muncul page error pada hasil preview data
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
mohon diberi validasi mandatory karena jika tidak dipilih tidak dapat di proses,Minor,mohon diberi validasi mandatory karena jika tidak dipilih tidak dapat di proses
Huruf N di awal kata belum kapital,Kosmetik,huruf n di awal kata belum kapital
data yang ada di nama efek belum ditampilkan,Mayor,data yang ada di nama efek belum ditampilkan
hasil export excel berbeda dengan applikasi ( di excel koma di applikasi titik),Kosmetik,hasil export excel berbeda dengan applikasi di excel koma di applikasi titik
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
1. pada kode komponen 0102060100000000 dan kode komponen 0102010300000000 <br>pada hasil log error panjang maksimum berbeda<br>2. pada kode komponen 0102060200000000 dan kode komponen 0102060300000000 pada hasil log eror panjang maksimum berbeda <br>3. Pada strukdat belum ada keterangan +/-,Minor,1 pada kode komponen dan kode komponen [html_tag] pada hasil log error panjang maksimum berbeda [html_tag] 2 pada kode komponen dan kode komponen pada hasil log error panjang maksimum berbeda [html_tag] 3 pada struktur data belum ada keterangan
Mohon dirapikan hasil download Excel dan PDF,Kosmetik,mohon dirapikan hasil download excel dan pdf
export excel angka pada pada applikasi menggunakan titik sedangkan di excel menggunakan koma,Kosmetik,export excel angka pada pada applikasi menggunakan titik sedangkan di excel menggunakan koma
mohon diberi validasi mandatory  untuk periode dikarenakan jika tidak dipilih tidak dapat di proses,Mayor,mohon diberi validasi mandatory untuk periode dikarenakan jika tidak dipilih tidak dapat di proses
saat melakukan kirim data muncul eror tersebut,Mayor,saat melakukan kirim data muncul error tersebut
in konsisten  penulisan pada export excel dan export pdf serta di applikasi<br><br>,Kosmetik,in konsisten penulisan pada export excel dan export pdf serta di applikasi [html_tag] [html_tag]
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
"tulisan \""periodelaporan\"" pada applikasi tidak ada spasi",Kosmetik,tulisan periodelaporan pada applikasi tidak ada spasi
kode jenis usaha apapun lolos validasi,Mayor,kode jenis usaha apapun lolos validasi
"Sandi bank tidak sesuai, seharusnya 506",Fatal,sandi bank tidak sesuai seharusnya 506
"pada skenario \""Upload Koreksi Pengawas Setelah Periode Koreksi (sudah lapor rutin)\"" hasil pengetesan gagal tetapi pada skenario nya sukses. dan pada versi upload masih tertera \""0\""",Minor,pada skenario upload koreksi pengawas setelah periode koreksi sudah lapor rutin hasil pengetesan gagal tetapi pada skenario nya sukses dan pada versi upload masih tertera 0
Nama kolom belum ada spasi,Kosmetik,nama kolom belum ada spasi
Belum berhasil kirim data,Fatal,belum berhasil kirim data
Tidak bisa kirim data,Fatal,tidak bisa kirim data
Tidak bisa kirim data,Fatal,tidak bisa kirim data
"proses sinkronisasi PUJK, selesai proses sinkronisasi, lalu klik lihat,  pada error message terdapat gagal sinkronisasi",Mayor,proses sinkronisasi pujk selesai proses sinkronisasi lalu klik lihat pada error message terdapat gagal sinkronisasi
Tidak bisa kirim data,Fatal,tidak bisa kirim data
Client belum tersedia,Fatal,client belum tersedia
Client belum tersedia,Fatal,client belum tersedia
Tidak bisa kirim data,Fatal,tidak bisa kirim data
Tidak bisa kirim data,Fatal,tidak bisa kirim data
Tidak bisa kirim data,Fatal,tidak bisa kirim data
Tidak bisa kirim data,Fatal,tidak bisa kirim data
Muncul error pada hasil preview data,Mayor,muncul error pada hasil preview data
Client belum tersedia,Fatal,client belum tersedia
Client belum tersedia,Fatal,client belum tersedia
Client belum tersedia,Fatal,client belum tersedia
Client belum tersedia,Fatal,client belum tersedia
Belum huruf besar pada nama kolom,Kosmetik,belum huruf besar pada nama kolom
Belum ada spasi pada nama kolom,Kosmetik,belum ada spasi pada nama kolom
Laporan yang sudah dibuat pada periode 2026 tidak tampil/muncul.,Mayor,laporan yang sudah dibuat pada periode 2026 tidak tampil muncul
Laporan yang sudah dibuat pada periode 2026 tidak tampil/muncul.,Mayor,laporan yang sudah dibuat pada periode 2026 tidak tampil muncul
"Belum terdapat keterangan \""kolom\"" pada pesan kesalahan",Kosmetik,belum terdapat keterangan kolom pada pesan kesalahan
"pada skenario web \""Upload Rutin Pada Periode Rutin (Eksternal Sudah Laporan Rutin)\"" ketika di test hasilnya lolos validasi",Mayor,pada skenario web upload rutin pada periode rutin eksternal sudah laporan rutin ketika di test hasil nya lolos validasi
Nama kolom tidak ada spasi,Kosmetik,nama kolom tidak ada spasi
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
"kata pada applikasi \""detil\"" seharusnya detail",Kosmetik,kata pada applikasi detil seharusnya detail
"pada strukdat jumlah angka \""0\"" dalam kode komponen berbeda, pada strukdat 10 sedangkan pada hasil generate 8",Mayor,pada struktur data jumlah angka 0 dalam kode komponen berbeda pada struktur data 10 sedangkan pada hasil generate 8
Mohon di hilangkan underscore pada nama field,Kosmetik,mohon di hilangkan underscore pada nama field
"Pada strudat form 0101 untuk jumlah kode komponen berbeda, pada strukdat 12 sedangkan pada hasil generate 10",Mayor,pada strudat form 0101 untuk jumlah kode komponen berbeda pada struktur data 12 sedangkan pada hasil generate 10
LOG error yang keluar tidak sama denga strukdat yang ada,Mayor,log error yang keluar tidak sama denga struktur data yang ada
mohon diberi validasi mandatory untuk bagian periode karena jika tidak dipilih tidak dapat diproses,Mayor,mohon diberi validasi mandatory untuk bagian periode karena jika tidak dipilih tidak dapat diproses
"mohon di beri validasi mandatory untuk bagian pilih grup, karena jika tidak dipilih tidak muncul tampilan selanjutnya",Minor,mohon di beri validasi mandatory untuk bagian pilih grup karena jika tidak dipilih tidak muncul tampilan selanjutnya
"Pada kode komponen 0102010800000000, 0102020400000000, 0102030100000000, 0102040400000000, 0102050200000000, 0102070100000000, 0102070200000000, 0102070300000000, 0102070400000000 belum ada +/-, seharusnya sesuai dengan yang terlampir",Mayor,pada kode komponen belum ada seharusnya sesuai dengan yang terlampir
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
1. pesan error blm urut,Kosmetik,1 pesan error belum urut
jumlah kode komponen antara strukdat dan template tidak sama,Minor,jumlah kode komponen antara struktur data dan template tidak sama
Data tidak muncul,Fatal,data tidak muncul
Mohon di hilangkan underscore pada nama kolom,Kosmetik,mohon di hilangkan underscore pada nama kolom
Terdapat Pengulangan pada nama field,Minor,terdapat pengulangan pada nama field
Pada panjang maksimal kolom 3 tidak muncul pada log error baris 17 dan 18,Minor,pada panjang maksimal kolom 3 tidak muncul pada log error baris 17 dan 18
Mohon di hilangkan underscore pada nama kolom,Kosmetik,mohon di hilangkan underscore pada nama kolom
Mohon di hilangkan underscore pada nama kolom,Kosmetik,mohon di hilangkan underscore pada nama kolom
"Pop-up yang keluar tidak sama dengan hasil yang diharapkan yaitu ""Persiapan data sukses dan pengiriman data gagal"" saat terjadi gangguan jaringan",Minor,pop up yang keluar tidak sama dengan hasil yang diharapkan yaitu persiapan data sukses dan pengiriman data gagal saat terjadi gangguan jaringan
Mohon di hilangkan underscore pada nama kolom,Kosmetik,mohon di hilangkan underscore pada nama kolom
Mohon di hilangkan underscore dan belum ada spasi pada nama kolom,Kosmetik,mohon di hilangkan underscore dan belum ada spasi pada nama kolom
Mohon di hilangkan underscore dan belum ada spasi pada nama kolom,Kosmetik,mohon di hilangkan underscore dan belum ada spasi pada nama kolom
Mohon diberi validasi mandatory karena jika tidak memilih Manajer Investasi dan jenis laporan data tidak muncul,Minor,mohon diberi validasi mandatory karena jika tidak memilih manajer investasi dan jenis laporan data tidak muncul
ketika melakukan logout mpks05 terjadi error,Fatal,ketika melakukan logout mpks 05 terjadi error
Pengulangan Kolom nomor,Minor,pengulangan kolom nomor
Jenis Kelamin Debitur belum sesuai. Perempuan dan Wanita satu jenis,Minor,jenis kelamin debitur belum sesuai perempuan dan wanita satu jenis
Gagal kirim,Fatal,gagal kirim
"Pada nama kolom yang terdapat \"" Pre Allocation\"" belum ada spasi",Kosmetik,pada nama kolom yang terdapat pre allocation belum ada spasi
"pada laporan insidental, tidak bisa kirim laporan dengan tanggal contoh \""2026-08-12\""",Mayor,pada laporan insidental tidak bisa kirim laporan dengan tanggal contoh 2026 08 12
tidak muncul pop up setelah klik tombol simpan,Mayor,tidak muncul pop up setelah klik tombol simpan
"Pada bagian Pengawasan RDPT, setelah memilih grup ketika klik proses muncul tampilan error",Mayor,pada bagian pengawasan rdpt setelah memilih grup ketika klik proses muncul tampilan error
Tidak tampilnya icon aksi pada kedua laporan.,Mayor,tidak tampil nya icon aksi pada kedua laporan
"saat klik Verifikasi Dukcapil, pop up gagal belum ada keterangan kenapa verifikasi gagal dilakukan",Minor,saat klik verifikasi dukcapil pop up gagal belum ada keterangan kenapa verifikasi gagal dilakukan
file analisis laporan keuangan MI mohon tambahkan spasi di kata kode MI dan nama MI setiap tabel yang ada,Kosmetik,file analisis laporan keuangan mi mohon tambahkan spasi di kata kode mi dan nama mi setiap tabel yang ada
"saat melakukan kirim data melalui web untuk gagal web, tetapi log errornya tidak tersedia untuk tahun 2028 sedangkan kondisi sudah kirim rutin",Mayor,saat melakukan kirim data melalui web untuk gagal web tetapi log errornya tidak tersedia untuk tahun 2028 sedangkan kondisi sudah kirim rutin
"saat melakukan kirim data melalui web hasilnya gagal, harusnya berhasil karena belum kirim rutin (periode 2029)",Fatal,saat melakukan kirim data melalui web hasil nya gagal harusnya berhasil karena belum kirim rutin periode 2029
"sudah melakukan pengiriman data insidental BUK dengan periode \""2026-08-12\"",  tapi belum masuk datanya baik di email atau di monitoring",Mayor,sudah melakukan pengiriman data insidental buk dengan periode 2026 08 12 tapi belum masuk data nya baik di email atau di monitoring
opsi jenis kelamin belum sesuai,Mayor,opsi jenis kelamin belum sesuai
"Pada skenario kirim data, hasil check file signature dan kirim masih terjadi kesalahan",Mayor,pada skenario kirim data hasil check file signature dan kirim masih terjadi kesalahan
mohon tambahkan simbol - di kata lain-lain di dalam table,Kosmetik,mohon tambahkan simbol di kata lain lain di dalam table
mohon tambahkan simbol - di header pendapatan lain-lain,Kosmetik,mohon tambahkan simbol di header pendapatan lain lain
Redaksi error penamaan Header Tidak Sesuai dengan penamaan Header di Struktur Data,Minor,redaksi error penamaan header tidak sesuai dengan penamaan header di struktur data
gagal menuju halaman selanjutnya setelah mengisi biodata layanan permintaan laporan keuangan,Mayor,gagal menuju halaman selanjutnya setelah mengisi biodata layanan permintaan laporan keuangan
