Log Temuan,Kategori
"1. data belum tampil pada Tab 3.Trend Piutang Penyaluran Pinjaman per Produk dan tab 6. Rasio NPF dan KKR<br><br>2. data pada bulan April tidak tampil pada tab 1,2,4,5,7,8",Mayor
1. data bulan april tidak tampil<br><br>2. data Micro Financing Ratio (MFR) - Min 50% pada tab 3 tidak muncul,Mayor
1. data bulan april tidak tampil<br><br>2. data bulan maret tidak tampil di tab XIV. CKPN Dibentuk,Mayor
Hasil eksport Excel tidak ada garis tabel pada form PKS_BU_BPS_01 sampai  PKS_BU_BPS_14,Kosmetik
Hasil eksport Excel tidak ada garis tabel pada form PKS_BU_Kemenkeu_01 dan<br>PKS_BU_Kemenkeu_02,Kosmetik
Pada hasil Export Excel tidak ada judul laporan,Kosmetik
"Judul tabel dan hasil export tidak sesuai dengan Mockup, Tolong di cek juga pada kode 1.PKS_BPR_BPRS_Kemenkeu_01<br>2. PKS_BPR_BPRS_Kemenkeu_02<br>3. PKS_BPR_BPRS_Kemenkeu_03<br>4. PKS_BPR_BPRS_Kemenkeu_04<br>5. PKS_BPR_BPRS_Kemenkeu_05<br>6. PKS_BPR_BPRS_Kemenkeu_06<br>7. PKS_BPR_BPRS_Kemenkeu_07<br>8.PKS_BPR_BPRS_Kemenkeu_08<br>9. PKS_BPR_BPRS_Kemenkeu_09<br>10. PKS_BPR_BPRS_Kemenkeu_10",Mayor
Hasil eksport Excel tidak ada garis tabel pada form,Kosmetik
nama kolom berbeda dengan mockup,Kosmetik
Hasil export Excel tidak sesuai dengan web,Kosmetik
Tidak ada spasi pada nama kolom,Kosmetik
"1. kolom Total belum sesuai dengan mockup<br>2. pada kolom bulan ""january"" memakai ""y""<br>3. Nama komponen belum sesuai dengan mockup<br>4. mohon di adjust pada export excel",Kosmetik
Catatan Pengawas Lain dan Supervisory Action Pengawas belum pradefine,Mayor
"terdapat 2 nama kolom tidak terdapat pada mockup (tahun fiskal, Triwulan)",Kosmetik
kolom DWH PM tidak dipisah pada template,Minor
1. Kolom Total belum sesuai dengan mockup<br>2. Pada Nama komponen pada web belum sesuai dengan mockup,Kosmetik
"Terdapat perbedaan antara Mockup dan Aplikasi, dimana di Mockup <strong>All</strong> dan di Aplikasi <strong>Total</strong>",Kosmetik
Terdapat typo pada nama Kolom dengan kode: PKS_BPR_BPRS_Kemenkeu_07,Kosmetik
"Terdapat perbedaan antara mockup dan web, dimana di mockup <strong>akun </strong>dan di web<strong> nama data<br><br></strong>",Kosmetik
format tanggal pada kolom date berbeda dengan mockup,Kosmetik
Judul pada tabel dan hasil export tidak sesuai dengan Mockup pada kode: PKS_BPR_BPRS_Kemenkeu_02,Kosmetik
Hasil export Excel tidak sesuai dengan web<br><br>,Kosmetik
nama kolom berbeda pada hasil export,Kosmetik
Terdapat perbedaan Nama di hasil Export Excel dan Mockup,Kosmetik
nama kolom berbeda dengan mockup (periode // period). lalu format tanggal pada kolom periode berbeda dengan mockup,Kosmetik
kolom berbeda dengan mockup,Kosmetik
"hasil export berbeda dengan web/mockup (terdapat kolom fiskal,triwulan pada hasil export)",Kosmetik
belum ada data pada DWH PM,Mayor
1. Terdapat perbedaan nama di mockup dan web<br>2. Pada hasil export Excel tidak ada tabel<br><br>,Kosmetik
1. Terdapat perbedaan nama di mockup dan web<br>2. Pada hasil export excel tidak ada tabel <br><br>,Kosmetik
"saat lakukan Tambah Data &gt; Simpan Draft, Aksi tidak langsung muncul dan harus di refresh page terlebih dahulu untuk memunculkan buttons aksi",Minor
Terdapat perbedaan antara mockup dan web,Kosmetik
Data banyak yang kosong,Minor
Terdapat perbedaan antara mockup dan web,Kosmetik
Pada hasil export excel tidak ada tabel pada form PKS_PM_Kemenkeu_02 sampai PKS_PM_Kemenkeu_05 dan PKS_PM_Kemenkeu_07<br>,Kosmetik
Nama kolom hasil export belum sesuai dengan mockup,Kosmetik
Nama kolom berbeda dengan mockup dan pada hasil export excel tidak ada tabel,Kosmetik
Button aksi blm ada<br>,Mayor
Terdapat perbedaan mockup dan web dan pada hasil export excel tidak ada tabel,Kosmetik
Valuasi boolean numeric mohon diseragamkan utk menu sbb:<br><br>1. 'Status Terkini' (validasi ketentuan penugasan ASPM sebagai DPS -&gt; Tab PB&amp;NB)<br><br>2. 'Penugasan di PB &amp; NB' (validasi ketentuan penugasan ASPM sebagai DPS -&gt; Tab PB&amp;NB)<br><br>3. 'Status Terkini' (validasi ketentuan penugasan ASPM sebagai DPS -&gt; Tab Sektor PM)<br><br>4. 'Penugasan di PM' (validasi ketentuan penugasan ASPM sebagai DPS -&gt; Tab Sektor PM),Minor
Isi kolom belum sesuai dengan mockup,Minor
Terdapat perbedaan antara mockup dan web,Kosmetik
Kecepatan Penyampaian tidak sesuai Hari Kerja,Minor
Penamaan tabel disesuaikan (ditambahkan nama judul masing masing table),Minor
Garis Nama kolom hasil Export Excel belum ada mohon di adjust ke seluruh Export Excel,Kosmetik
Dokumen Forum Panel &gt; Jenis Dokumen tidak sesuai dengan mockup,Kosmetik
Daftar Pengawas &gt; nama kolom belum sesuai mock up,Kosmetik
Penamaan judul tabel belum sesuai mock up,Kosmetik
terdapat kalimat yang tidak sesuai dengan mockup,Minor
"Daftar Penelis &gt; untuk Selaku <strong>Penyelia, Koordinator, Penanggung Jawab</strong>ï»¿ tidak tampil pada kolom tabel",Mayor
nama file tidak sama dengan menu,Minor
"Header Tabel tidak ada spasi pada \""Tanggal ForumPanel\"" --&gt; \""Tanggal Forum Panel\""",Kosmetik
"Saat menambahkan periode pada Daftar Manajemen Panelis, waktu jam yang muncul belum seuai  dengan jam kerja sebenarnya (realtime).",Minor
saat zoom 100% kolom <strong>Tanggal Surat </strong>ï»¿tidak muncul pada tabel <strong>ï»¿Dokumen Forum Panel</strong>,Minor
"BIsa duplicate data nama pada <strong>Daftar Panelis, Daftar Pengawas, Daftar Observer, Daftar Narasumber </strong>-Cek SS-",Mayor
Saat klik back atau halaman sebelumnya halaman tidak berubah,Minor
terdapat pada daftar manajement penalis judul kolom tabel belum seuai dengan mockup,Mayor
terdapat data kosong pada row tabel <strong>ï»¿Penilaian Panelis</strong>,Minor
Setelah klik aksi <strong>Delete</strong>ï»¿ data berhasil di hapus kemudian button aksi <strong>Delete</strong>ï»¿ hilang,Minor
"saat melakukan zoom 100%  pada dokumen pendukung , tabel â€œtanggal suratâ€ hilang, saat di-zoom 75% tabel tersebut muncul",Minor
"pada hider dokumen pendukung tabel bagian \""tanggal surat\"" hilang apabila di zoom in 100% dan muncul kembali setelah di zoom out 80%",Minor
"Format penulisan Angka pada Hasil Export Excel berbeda dengan Aplikasi dan Mockup, tolong di adjust ke semua hasil Export Excel<br>",Kosmetik
format tanggal pada web dan hasil export berbeda dengan mockup,Kosmetik
format tanggal pada web dan hasil export berbeda dengan mockup,Kosmetik
"penulisan angka berbeda dengan mockup. kolom coupon rate tidak ada %, kolom TTM tidak berupa desimal",Kosmetik
terdapat pada log aktivitas  Header Kolom tabel belum seuai dengan mockup,Mayor
List User Approval tidak muncul data untuk nama dan email <strong>Drafter </strong>ï»¿dan <strong>Checker</strong>ï»¿,Minor
Format tanggal pada web dan hasil export berbeda dengan mockup,Kosmetik
format angka berbeda dengan mockup<br><br>,Kosmetik
Tidak terdapat keterangan header <strong>Preview Kertas Kerja Analisis</strong>ï»¿,Kosmetik
File name bisa disesuaikan,Kosmetik
format angka berbeda dengan mockup<br><br>,Kosmetik
Preview data <strong>Daftar Pengawas </strong>tidak muncul pada tabel,Mayor
tidak dapat download data,Mayor
setelah di export tidak ada judul di dalam pdf dan excel,Kosmetik
setelah di export tidak ada judul di dalam pdf dan excel,Kosmetik
saat melakukan Export PDF dan Excel judul belum tampil,Kosmetik
format tanggal berbeda dengan mockup<br>,Kosmetik
format tanggal berbeda dengan mockup<br>,Kosmetik
"Hasil export excel tidak sesuai dengan web <br>PKS_BU_BPS_10, PKS_BU_BPS_12,PKS_BU_BPS_13, PKS_BU_BPS_15, PKS_BU_BPS_18, PKS_BU_BPS_23 sampai PKS_BU_BPS_30<br>",Minor
"Saat menambahkan periode pada Daftar forum panel tahunan, waktu jam yang muncul tidak sesuai dengan jam kerja sebenarnya (realtime).",Minor
"Tidak dapat melakukan edit <strong>Daftar Tim Pengawas</strong>ï»¿, tolong adjust untuk semua tabel dengan data ldap",Minor
<strong>Dokumen Pendukung</strong><strong></strong><br>setelah tambah <strong>Pengirim/Penerima </strong>ï»¿kolom <strong>Aksi</strong>ï»¿ hilang,Minor
Pada mockup terdapat data yang di bold namun pada web tidak ada<br>form PKS_BU_BPS_25 dan form PKS_BU_BPS_29,Kosmetik
"popup dukumen pendukung ""jenis dokumen"" belum menampilkan opsi pilihan <br><br>",Mayor
"saat melakukan penambahan dokumen pendukung Pengirim,Penerima,Attachment, tidakmemunculkan buttom aksi",Minor
"tombol aksi tidak mucul setelah melakukan tambah pengirim,penerima dan attachment",Mayor
"tombol aksi tidak mucul setelah melakukan tambah pengirim,penerima dan attachment",Mayor
"saat melakukan generate email , email belum masuk pada pengawas dan juga pic foum panel",Mayor
Kecepatan Penyampaian tidak sesuai Hari Kerja<br>-Weekend seharusnya tidak terhitung<br>-Perhitungan Kecepatan Penyampaian tertulis minus,Mayor
Posisi terbalik tidak sesuai mockup,Kosmetik
File name bisa disesuaikan,Kosmetik
Ditambahkan highlight untuk setiap deklarasi aturan tersebut sesuai User Requirement. (SS),Mayor
Tanggal tidak ter update,Minor
Kecepatan penyampaian nya belum sesuai perhitungan hari kerja,Minor
Penulisan rekap data pada tabel Provinsi berbeda dengan yang ada di Mockup,Minor
"terdapat kolom<br> \""Unit Kerja\"" belum muncul belum sesuai dengan mock up",Mayor
"Format nama kolom \""Provinsi\"" pada tabel berbeda dengan format yang ada di Mockup (\""Provinsi dan Kota/Kabupaten\"")",Kosmetik
"Format data web pada kolom \""Kota/Kabupaten\"" diakhir data rekap provinsi tidak ada catatan \""All\"", sedangkan di mockup ada. <br>dan pada kolom \""Provinsi\"" setelah kolom Provinsi DKI Jakarta terdapat keterangan \""All\"", sedangkan di Mockup tidak ada (langsung ke data provinsi selanjutnya)",Minor
"terdapat kalimat typo ""penafian"" pada body email <br><br>",Kosmetik
Tab 3. Piutang Penyaluran Pinjaman UlaMM per Provinsi (10 Provinsi Terbesar) - <strong>provinsi yang tertera baru ada 9</strong>,Mayor
Format tanggal tidak sesuai dengan mockup,Kosmetik
"Pada kolom \""Net Beli Asing\"" di mockup tertulis Italic, sedangkan pada aplikasi tidak",Kosmetik
Tab 3. Piutang Penyaluran Pinjaman Mekaar per Provinsi (10 Provinsi Terbesar) - <strong>provinsi yang tertera baru ada 9</strong>,Mayor
Terdapat perbedaan antara mockup dan web,Kosmetik
<strong>Riwayat Approval<br></strong>Kolom Nama Pejabat/Anggota dan Email kosongï»¿,Minor
terdapat perbedaan antara mockup dan web,Kosmetik
Format kolom tabel website dengan hasil export excel berbeda,Kosmetik
terdapat perbedaan urutan kolom pada mockup dan web<br><br>,Kosmetik
"Terdapat Typo pada kata ""NPF Net"" pada mockup maupun aplikasi",Kosmetik
Terdapat perbedaan antara mokcup dan web pada aset industri keuangan non bank,Kosmetik
pada poin pergadaian terdapat double pada web,Minor
Export Excel dan Export PDF (keseluruhan). Tidak menampilkan Grafik Surat Berharga yang Diterbitkan,Mayor
Export Excel dan Export PDF (keseluruhan). Tidak menampilkan Grafik yang sesuai di web,Mayor
"Export PDF, Grafik terpotong",Minor
1. Total Jaringan Kantor belum ada di tab II. Informasi Umum tab 3<br><br>2. Total Jaringan Kantor belum ada di tab II. Informasi Umum tab 4<br><br>3. Konseptor belum tergenerate,Mayor
pada nomor poin tidak sesuai dengan mockup,Minor
1. Label pada hasil export belum menggunakan bold<br><br>2. Gearing Rasio (kali) belum ada symbol %,Kosmetik
1. hasil generate export belum sesuai<br><br>2. tampilan data belum sesuai,Kosmetik
Hasil export dengan data yang tertera di website tidak terbaca (beberapa nominal tidak terbaca dan ditandai dengan tanda ###),Minor
Tidak ada nama kolom pada aksi Export Excel. Mohon di adjust ke seluruh menu terkait,Minor
Pada jumlah baris tidak ada filter search,Minor
Terdapat eror saat preview data pada tabel,Mayor
Eror pada fitur Export Excel,Fatal
Terdapat eror saat preview data pada tabel,Mayor
Eror pada fitur Export Excel,Fatal
Format nominal pada aplikasi dan Export Excel berbeda,Minor
"Beberapa nama data formatnya tidak sama dengan mockup, pada aplikasi tidak di bold sedangkan pada mockup bold",Kosmetik
Format nominal pada aplikasi dan Export Excel berbeda,Minor
"Format nominal pada \""Jumlah Pelaku\"" di aplikasi dan Export Excel berbeda.",Minor
"Tulisan \""multiguna\"" pada aplikasi dan mockup berbeda",Kosmetik
"Tampilan berbeda dengan mockup, pada mockup terdapat tab atau spasi di sub datanya sedangkan di aplikasi tidak",Kosmetik
pada tabel rincian riwayat pelaksanaan forum panel terdapat tabel sub industri belum sesuai dengan mockup,Minor
"Beberapa nama data formatnya tidak sama dengan hasil Export Excel, pada aplikasi di bold sedangkan pada hasil Export Excel tidak",Kosmetik
"pada aplikasi semua nama data bold, sedangkan hasil Export Excel nama data tidak di bold",Kosmetik
"pada aplikasi dan mockup beberapa nama data bold, sedangkan hasil Export Excel nama data tidak di bold",Kosmetik
Terdapat Perbedaan antara mokcup dengan web,Kosmetik
pada T.1.1 unduh laporan pelaksanaan tindak lanjut triwulanan bertipe word sedangkan yang ada di aplikasi hanya excel dan pdf,Minor
Pada PKS_BU_BPS_15  Nama Judul pada T.11 berbeda dengan T.43 dan Aplikasi,Minor
Pada PKS_BU_BPS_26  Nama Judul pada T.11 berbeda dengan T.43 dan Aplikasi,Minor
Pada PKS_BU_BPS_27 Nama Judul pada T.11 berbeda dengan T.43 dan Aplikasi,Minor
Pada dashboard pengawasan onsite data tidak muncul pada grafik,Mayor
Dashboard total pengawasan onsite &amp; offsite(total). pada kolom nomor tidak berurutan.,Minor
List Report Export Excel dan Export PDF tersebut tidak muncul datanya,Mayor
Pada PKS_PVML_Kemenkeu_02 Nama Judul pada T.11 berbeda dengan T.43 dan Aplikasi,Minor
Pada PKS_BU_BPS_24 Nama Judul pada T.11 berbeda dengan T.43 dan Aplikasi,Minor
Pada PKS_PVML_Kemenkeu_04 Nama Judul pada T.11 berbeda dengan T.43 dan Aplikasi,Minor
"Untuk Legenda pada grafik dashboard onsite,offsite &amp; onsite dan offsite total tidak sama dengan dokumen T.4.1 (Memenuhi, Belum Memenuhi, Pending)",Minor
Terdapat perbedaan nama judul antara T.43 dan T.11 dengan Aplikasi mohon di adjust semua data BPR/BPRS<br><br>,Minor
Pada PKS_BU_BPS_25 Nama Judul pada T.11 berbeda dengan T.43 dan Aplikasi,Minor
Pada PKS_BPR_BPRS_Kemenkeu_03 Nama Judul pada T.11 berbeda dengan Aplikasi,Minor
"penulisan berbeda, pada T.1.1 penulisan menggunakan ""&amp;"", namun pada aplikasi dan hasil export penulisan menggunakan ""dan""",Kosmetik
Pada PKS_BPR_BPRS_Kemenkeu_04 Nama Judul pada T.11 berbeda dengan Aplikasi,Minor
Nama Judul pada T.11 berbeda dengan Aplikasi Pada PKS_BPR_BPRS_Kemenkeu_07<br>Pada PKS_BPR_BPRS_Kemenkeu_08<br>Pada PKS_BPR_BPRS_Kemenkeu_09<br>Pada PKS_BPR_BPRS_Kemenkeu_10<br>,Minor
kolom Aksi tetap muncul pada excel dan pdf setelah di Export,Kosmetik
"1. penamaan file belum sesuai dengan judul<br><br>2. penamaan file disesuaikan untuk tahun, bulan, dan tanggal",Minor
List nama data pada aplikasi dan hasil export excel tidak sesuai dengan mockup,Minor
Nama Judul pada T.11 berbeda dengan Aplikasi (Aset dan Pelaku IKNB (PPDP dan PVML)),Minor
Untuk Copy Right agar bisa diupdate tahun berjalan menandakan aplikasi selalu ter-maintenance setiap tahun,Kosmetik
Untuk Format Penulisan Tanggal pada dashboard agar disamakan dengan mockup,Minor
Form PKS_BU_BPS_14 Nama Judul pada aplikasi dan export excel belum sesuai dengan T.11,Kosmetik
"Sub Industri BP Tapera Periode 2024, data pada dashboard pengawasan onsite belum sesuai dengan chart grafik dan excelnya.",Mayor
Untuk copy right pada home page log in masih tahun 2021.,Kosmetik
Pada saat input pada Rekap Data - Tindak Lanjut - Edit Tindak Lanjut pada data field kolom Keterangan (bukan rekomendasi) namun outputnya pada dashboard onsite/offsite pada kolom Rekomendasi.,Minor
Isi kolom <strong>Uraian </strong>Aset tidak sesuai mockup,Minor
"Tidak ada <strong>:</strong> seharusnya<br><strong>Tagihan terkait Kegiatan Usaha Lain:</strong><br><br data-mce-bogus=\""1\"">",Kosmetik
Urutannya dan penamaan tidak sesuai dengan yang ada pada Mockup,Kosmetik
Penulisan kurang spasi<br>Saldo laba (rugi) ditahan,Kosmetik
Penulisan belum sesuai mockup<br>1. Seharusnya <b>MtM</b> <strong>(F-E)</strong> dan <b>YoY</b> <strong>(F-C)</strong><br>2. Tidak ada <strong>Rasio Permodalan</strong>,Kosmetik
pada aplikasi terdapat row<strong> YtD (%) (f-d)/d </strong>ï»¿sementara di mockup tidak ada,Minor
Typo pada kata Fasilitas,Kosmetik
"1. di profil keuangan ALK Bulanan. rekening administratif dan arus kas terbalik susunannya. <br>2. lalu penamaan kesesuaian aset liabilitas pada mockup, namun pada webnya LKAL. <br>3. pada judul tabel mockup tertulis Mtm, sedangkan pada web MoM",Minor
"Rincian Kualitas Piutang pada mockup, sedangkan pada web Rincian Piutang Pembiayaan",Kosmetik
Terdapat tulisan yang double,Kosmetik
belum sesuai dengan mockup,Kosmetik
Typo pada <strong>Tota</strong> Piutang pembiayaan,Kosmetik
Penulisan kurang spasi seharusnya laba (rugi),Kosmetik
"pada raw jumlah di raw Valas, kurang kata \""Valas\""",Kosmetik
kurang sub menu<br>1. sektor ekonomi<br>2. jenis infra<br>3. lokasi,Mayor
Judul Grafik tidak sesuai,Kosmetik
"Data Grafik tidak sesuai, 0 semua",Minor
ketika download excel dan pdf hasil download kosong dan hanya judul saja,Minor
untuk kalimat asing belum dicetak miring,Kosmetik
"pada menu aplikasi tertulis "" Obligasi Pemerintah dan Korporasi"" sedangkan pada T.3.1  ""Obligasi Pemerintahan dan Korporasi""",Kosmetik
"Pada aplikasi menu \""securities crowdfunding\"" tidak menggunakan spasi, sedangkan pada T.3.1 menggunakan spasi",Kosmetik
"Pada T.3.1 disebutkan bahwa tanda \""+\"" untuk menambah berada pada pojok kanan tabel sedangkan pada aplikasi berada di pojok kiri tabel",Minor
"1) Pada hasil export excel dan pdf, posisi kotak kuning tidak sejajar dengan gambar grafiknya<br><br>2) Pada hasil preview data yang di dalam kotak kuning, angka desimalnya menggunakan tanda koma tetapi pada hasil export excel dan pdf angka desimalnya menggunakan tanda titik<br><br>3) Pada hasil export excel dan pdf yang di dalam kotak kuning,  tidak tercantum tahun pada tiap judul (contoh: IHSG ATH 2021)",Kosmetik
"Nilai antara report dan database, hasil yg muncul beda untuk masing2 aspek",Mayor
Penamaan item data :<br>- Bidang<br>- Satker/Fund Center<br>- Penilaian<br>sedangkan pada tampilan :<br>- Bidang/Fund Center/Satuan Kerja<br>- Nilai,Kosmetik
Komponen tabel yang berada diaplikasi dengan T.3.1 berbeda,Kosmetik
"1) Pada hasil preview kata ""reksadana"" menggunakan spasi, tidak sesuai T31<br><br data-mce-bogus=""1"">2) Pada hasil preview tidak menggunakan kata ""laporan"" pada sub judul Bursa Karbon, Penawaran Umum, EBUS Tanpa Penawaran Umum",Kosmetik
"1. Data di row atas dan bawah berbeda untuk accepted count<br><br>2. Kolom List seharusnya tidak ada<br><br>3. Apabila udh klik save, apakah bisa otomatis auto-refresh datanya",Mayor
1. Blm sesuai dengan item data di T11: Periode Laporan (rentang bulan)<br><br>2.Based on T11 seharusnya ada Laporan Arus Kas,Mayor
Pada saat export data excel dan pdf loadingnya lebih dari 2 menit,Minor
Tabel pada aplikasi dengan T.3.1 berbeda,Minor
"pada tabel tersebut tidak bisa di edit dengan cara klik 2x, berbeda dengan T.3.1 dan Menu menu sebelumnya yang dapat di edit dengan klik 2x",Mayor
Penulisan Log Aktivitas di Sub Menu Audit Trail dengan tampilan log aktivitas bisa di samakan,Kosmetik
"1) Pada hasil export excel dan pdf, tidak ada tanda kurung dan tidak berwarna merah<br><br>2) Pada hasil preview panah tidak sejajar dan tidak bold seperti pada hasil export",Kosmetik
kolom created dan modified dapat di edit di menu :<br>1. penghimpunan dana (emisi penawaran umum)<br>2. penghimpunan dana SCF<br>3. perusahaan tercatat<br>4. perubahan yield SBN,Mayor
"Ketika melakukan export pdf dan excel, data yang terunduh masih kosong",Mayor
Hasil export excel tidak ada datanya<br>,Mayor
"Ketika melakukan export pdf dan excel, data yang terunduh masih kosong",Mayor
"Ketika melakukan export pdf dan excel, data yang terunduh masih kosong",Mayor
"Ketika melakukan export pdf dan excel, data yang terunduh masih kosong",Mayor
"Ketika melakukan export pdf dan excel, data yang terunduh masih kosong",Mayor
Judul kolom belum sesuai dengan mockup,Kosmetik
penamaan kolom belum sesuai dengan contoh mapping,Minor
"1) Pada hasil export excel dan pdf, data LQ45 tercantum tanggal 30 des 2025, namun pada hasil preview data LQ45 yang tercantum adalah tanggal 31 des 2025<br><br>2) Pada hasil export excel dan pdf, nama bulan dan tahun disingkat, serta tulisan YTD, WTD, MTD tidak capslock<br><br>3) Pada hasil export excel dan pdf tanggalnya tertulis ""08"" namun pada hasil preview hanya tertulis ""8"". Dan setelah tanggal seharusnya tidak menggunakan tanda titik dua (:)",Minor
Judul kolom belum sesuai dengan mockup,Minor
"pada:<br>top 10 debitur<br>top 25 debitur<br>pihak terkait<br>tidak ada tabel ""no""",Kosmetik
Data pada tabel belum tampil,Mayor
"1) Pada hasil preview arah panahnya tidak sesuai<br><br>2) Pada hasil export excel dan pdf, tulisan ""pemerintah"" dan ""korporasi"" tidak menggunakan capslock dan seharusnya tidak menggunakan tanda bintang (*) seperti pada hasil preview<br><br>3) Pada hasil preview tidak menggunakan USD dan arah panahnya tidak sesuai",Minor
Hasil preview dengan hasil export excel dan pdf datanya tidak sesuai,Minor
Pada hasil export excel dan pdf tanggalnya tidak muncul,Minor
"Pada hasil export excel dan pdf, tanggalnya tidak muncul dan data IDR Penerbitan tidak sesuai<br>",Minor
Pada hasil export excel dan pdf tanggal dan data tidak sesuai,Minor
Ketika klik export Excel dan Export PDF muncul pop up gagal download,Mayor
terdapat 2 tabel yang tidak ada pada aplikasi tidak sesuai dengan mockup,Minor
pada aplikasi menggunakan = sedangkan mockup menggunakan â‰¥,Kosmetik
dalam kolom calender SK dapat membuat tanggal yang belum dilewati tanggal tersebut,Kosmetik
Tidak berhasil export datanya (SS terlampir),Mayor
Alamat belum tampil,Mayor
hanya kolom UP yang menggunakan desimal,Kosmetik
typo penamaan sub menu (harusnya Kolektibilitas),Kosmetik
"nama kolom tidak sesuai antara aplikasi, mockup dan mapping",Minor
ada penambahan tabel aset pada aplikasi tetapi di mockup tidak ada,Minor
Based on T11 data2 tersebut blm sesuai,Mayor
1) Sub judul tidak sesuai<br><br>2) Pewarnaan tulisan tidak sesuai,Kosmetik
pada kolom tersebut dapat di isi selain angka dan saat disave mengalami ke gagalan,Minor
"1) Pada export excel dan pdf, grafiknya tidak ada judul dan tidak ada keterangan seperti ""persen"" dan ""jumlah""<br><br>2) Kata ""return"" tidak menggunakan huruf kapital, tidak ada tulisan ""catatan pengawas"" di bawah grafik, serta keterangan ribuan pada grafik menggunakan angka (10.000) namun pada hasil preview menggunakan huruf (10rb)<br><br>3) Allignment tidak sesuai<br><br>4) Pada tab indikator pendukung, hasil export excel dan pdf di tiap grafiknya tidak muncul datanya",Minor
Nama kolom belum lengkap dengan mockup,Kosmetik
Nama kolom belum lengkap dengan mockup,Kosmetik
nama kolom belum sesuai dengan mockup,Kosmetik
Nama kolom belum lengkap dengan mockup,Kosmetik
Nama sub kolom belum sesuai mockup,Kosmetik
kolom pada aplikasi berbeda dengan T.3.1,Kosmetik
"pada kolom jumlah dapat diisi selain angka, namun pada saat klik simpan, data tidak dapat disimpan",Minor
nama kolom belum sesuai dengan mockup,Kosmetik
nama kolom tidak ada pada acuan/mockup,Minor
"-di web tidak ada nomor. <br>-pada baris kedua di bulan, pada mockup ada tulisan EOY. <br>-di mtm, ytd, dan yoy, pada web ada rumusnya, sedangkan pada mockup tidak ada",Minor
kesimpulan pada web belum sesuai dengan acuan/web,Minor
Nama kolom belum sesuai dengan Mockup,Kosmetik
"-di web tidak ada nomor.<br>-pada web tertulis keterangan, sedangkan pada mockup ""Jenis Rupa-Rupa Liabilitas""<br>-pada baris kedua di bulan, pada mockup ada tulisan EOY.<br>-di mtm, ytd, dan yoy, pada web ada rumusnya, sedangkan pada mockup tidak ada<br>",Minor
"pada saat mengisi data baru hingga tersimpan, lalu melakukan ekspor excel dan kemudian setelah beberapa menit lalu melakukan penghapusan data selalu gagal di pertama kali dan selanjutnya dilakukan kembali baru bisa",Minor
Tampilan tabel terlalu mepet dengan tepi atas dan tepi bawah kertas kerja,Kosmetik
belum ada menu audit trail,Mayor
Tipe data yang di upload seharusnya Format spreadsheet (.xlsx) dengan max size 5mb,Mayor
"1. Business Area dan Doc. Header Text blm ada<br><br>2. Berita Acara Cash 
Opname atas Kas Tunai 
(Cash on Hand)  untuk Nama Satuan Kerja blm ada",Mayor
kolom Jumlah Unit tidak tercantum dalam T31<br>,Minor
terdapat 2 tabel tambahan pada uraian rasio keuangan sesuai mapping,Minor
mohon objek log aktivitas disesuaikan dengan nama aktivitas terkait,Kosmetik
"Keterangan yang tercatat di audit trail, berbeda sama apa yang sedang dijalankan di web nya (SS terlampir)",Minor
Nama sub kolom belum sesuai mockup,Kosmetik
"Saat mengakses menu Perkembangan Pasar Modal Indonesia, keterangan pada audit trail tidak sesuai karena hanya membuka saja tidak ada penambahan form apapun dan keterangannya pun double",Mayor
Nama kolom belum sesuai acuan,Kosmetik
Nama kolom belum sesuai acuan,Kosmetik
pada data input manual tertulis minus ( - ) namun output yang dikeluarkan justru menandakan panah naik,Minor
Grafik tren belum tampil,Mayor
Export PDF dan Excel dibeberapa point belum sesuai,Mayor
jika data di input di bawah tanggal 8 mei menu tersebut tidak muncul di snapshot,Mayor
penomeran pada kesimpulan tidak berurutan,Minor
terdapat typo pada kolom ke 3 baris ke 2,Kosmetik
Tidak ada fitur Audit Trail pada aplikasi,Mayor
Kalimat belum sesuai dengan acuan/mockup,Minor
untuk hasil download excel dan pdf terdapat kalimat yang tidak bold seperti contoh mapping/mockup,Minor
"Terdapat tanda \"" - \"" pada bagian depan keterangan aktivitasnya (SS1)_SS terlampir",Kosmetik
Ada Item data tambahan yang belum sesuai,Minor
"Audit trail error, di refresh tidak bisa, di new tab masih tetap error, dan sudah clear cache",Fatal
Audit trail tidak bisa di akses,Fatal
Muncul Pop up (lihat lampiran) pada saat klik Export Excel dan Export PDF,Fatal
Hasil download belum sesuai dengan web,Kosmetik
Nilai angka dibelakang koma pada grafik tidak seragam,Kosmetik
"pada kolom \""NO\"", pada saat pertama kali input data di kolom tersebut terdapat angka yang tidak sesuai",Kosmetik
Kelebihan kolom pada hasil export Excel dan PDF<br>Mohon di adjust pada submenu neraca industri dan laba rugi,Kosmetik
"Hasil PDF terlalu kecil, hasil pdf bisa di bagi untuk beberapa page agar terlihat lebih jelas<br>Mohon di adjust pada submenu neraca industri, laba rugi dan Rasio industri",Kosmetik
Muncul Pop up (lihat lampiran) pada saat klik Export Excel dan Export PDF,Mayor
Nama file download belum sesuai dengan nama sub pada web,Kosmetik
Penamaan tabel ada perbedaan dengan T.1.1 penulisan dengan Bahasa Inggris &amp; Bahasa Indonesia,Kosmetik
Data Fax Telpon blm ada<br><br>,Mayor
Nilai persentase yang di export Excel dan PDF tidak sama dengan nilai persentase pada web,Mayor
